ISIN,Currency,Venue,TradeTime,Price,Trade_id,Phase,Quantity,side,id,primary_ticker,primary_mic_x,TradeTime_min_1,TradeTime_1,best_bid,best_ask,market_state_best,best_bid_min_1s,best_ask_min_1s,market_state_min_1s,best_bid_1s,best_ask_1s,market_state_1s,slippage
DE0007664039,EUR,XETA,2022-09-02 07:09:11.112,141.96,277,CONTINUOUS_TRADING,17,1,326330,VOW3,XETR,2022-09-02 07:09:10.112,2022-09-02 07:09:12.112,,,,,,,,,,
DE0007664039,EUR,XETA,2022-09-02 07:09:27.863,142.0,278,CONTINUOUS_TRADING,60,1,326330,VOW3,XETR,2022-09-02 07:09:26.863,2022-09-02 07:09:28.863,,,,,,,,,,
DE0007664039,EUR,XETA,2022-09-02 07:09:32.530,141.9,279,CONTINUOUS_TRADING,38,1,326330,VOW3,XETR,2022-09-02 07:09:31.530,2022-09-02 07:09:33.530,,,,,,,,,,
DE0006305006,EUR,XETA,2022-09-02 07:10:08.048,3.62,8,OPENING_AUCTION,-141,-1,331530,DEZ,XETR,2022-09-02 07:10:07.048,2022-09-02 07:10:09.048,,,,,,,,,,
BE0003851681,EUR,XBRU,2022-09-02 07:10:16.279,92.85,86,OPENING_AUCTION,15,1,328336,AED,XBRU,2022-09-02 07:10:15.279,2022-09-02 07:10:17.279,92.75,92.9,CONTINUOUS_TRADING,,,,92.7,92.85,CONTINUOUS_TRADING,0.3333333333333965
DE0006305006,EUR,XETA,2022-09-02 07:10:18.425,3.626,9,OPENING_AUCTION,-289,-1,331530,DEZ,XETR,2022-09-02 07:10:17.425,2022-09-02 07:10:19.425,,,,,,,,,,
DE0006305006,EUR,XETA,2022-09-02 07:10:49.878,3.63,10,OPENING_AUCTION,-237,-1,331530,DEZ,XETR,2022-09-02 07:10:48.878,2022-09-02 07:10:50.878,,,,,,,,,,
DE0007100000,EUR,XETA,2022-09-02 07:11:37.387,55.84,319,CONTINUOUS_TRADING,-33,-1,326288,MBG,XETR,2022-09-02 07:11:36.387,2022-09-02 07:11:38.387,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:11:44.139,78.48,288,CONTINUOUS_TRADING,-26,-1,323448,NOVN,XSWX,2022-09-02 07:11:43.139,2022-09-02 07:11:45.139,78.47,78.49,CONTINUOUS_TRADING,78.47,78.48,CONTINUOUS_TRADING,78.51,78.53,CONTINUOUS_TRADING,0.5000000000003553
CH0012005267,CHF,XSWX,2022-09-02 07:11:45.361,78.58,289,CONTINUOUS_TRADING,-45,-1,323448,NOVN,XSWX,2022-09-02 07:11:44.361,2022-09-02 07:11:46.361,78.58,78.6,CONTINUOUS_TRADING,78.48,78.5,CONTINUOUS_TRADING,78.59,78.61,CONTINUOUS_TRADING,0.0
DE0007100000,EUR,XETA,2022-09-02 07:11:45.696,55.81,320,CONTINUOUS_TRADING,-57,-1,326288,MBG,XETR,2022-09-02 07:11:44.696,2022-09-02 07:11:46.696,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:11:51.270,78.57,291,CONTINUOUS_TRADING,-280,-1,323448,NOVN,XSWX,2022-09-02 07:11:50.270,2022-09-02 07:11:52.270,78.57,78.58,CONTINUOUS_TRADING,78.58,78.6,CONTINUOUS_TRADING,78.57,78.59,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:11:51.270,78.57,290,CONTINUOUS_TRADING,-148,-1,323448,NOVN,XSWX,2022-09-02 07:11:50.270,2022-09-02 07:11:52.270,78.57,78.58,CONTINUOUS_TRADING,78.58,78.6,CONTINUOUS_TRADING,78.57,78.59,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:11:51.550,78.57,292,CONTINUOUS_TRADING,-211,-1,323448,NOVN,XSWX,2022-09-02 07:11:50.550,2022-09-02 07:11:52.550,78.57,78.59,CONTINUOUS_TRADING,78.56,78.58,CONTINUOUS_TRADING,78.57,78.59,CONTINUOUS_TRADING,0.0
BE0003851681,EUR,XBRU,2022-09-02 07:11:53.645,92.75,87,OPENING_AUCTION,18,1,328336,AED,XBRU,2022-09-02 07:11:52.645,2022-09-02 07:11:54.645,92.7,92.9,CONTINUOUS_TRADING,,,,,,,0.7500000000000178
CH0012032048,CHF,XSWX,2022-09-02 07:12:01.038,314.65,329,CONTINUOUS_TRADING,-19,-1,323508,ROG,XSWX,2022-09-02 07:12:00.038,2022-09-02 07:12:02.038,314.6,314.65,CONTINUOUS_TRADING,314.6,314.65,CONTINUOUS_TRADING,314.6,314.65,CONTINUOUS_TRADING,1.0
CH0012032048,CHF,XSWX,2022-09-02 07:12:03.048,314.6,330,CONTINUOUS_TRADING,-34,-1,323508,ROG,XSWX,2022-09-02 07:12:02.048,2022-09-02 07:12:04.048,314.55,314.6,CONTINUOUS_TRADING,314.6,314.65,CONTINUOUS_TRADING,314.55,314.65,CONTINUOUS_TRADING,1.0
DE0007100000,EUR,XETA,2022-09-02 07:12:04.338,55.77,321,CONTINUOUS_TRADING,-83,-1,326288,MBG,XETR,2022-09-02 07:12:03.338,2022-09-02 07:12:05.338,,,,,,,,,,
CH0012032048,CHF,XSWX,2022-09-02 07:12:08.211,314.65,331,CONTINUOUS_TRADING,-11,-1,323508,ROG,XSWX,2022-09-02 07:12:07.211,2022-09-02 07:12:09.211,314.55,314.65,CONTINUOUS_TRADING,314.55,314.65,CONTINUOUS_TRADING,314.55,314.65,CONTINUOUS_TRADING,1.0
CH0012032048,CHF,XSWX,2022-09-02 07:12:12.782,314.5,332,CONTINUOUS_TRADING,-1,-1,323508,ROG,XSWX,2022-09-02 07:12:11.782,2022-09-02 07:12:13.782,314.5,314.6,CONTINUOUS_TRADING,314.55,314.65,CONTINUOUS_TRADING,314.55,314.6,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:12:17.036,78.48,293,CONTINUOUS_TRADING,-26,-1,323448,NOVN,XSWX,2022-09-02 07:12:16.036,2022-09-02 07:12:18.036,78.47,78.48,CONTINUOUS_TRADING,78.46,78.48,CONTINUOUS_TRADING,78.47,78.49,CONTINUOUS_TRADING,1.0
DE0007100000,EUR,XETA,2022-09-02 07:12:24.868,55.74,322,CONTINUOUS_TRADING,-101,-1,326288,MBG,XETR,2022-09-02 07:12:23.868,2022-09-02 07:12:25.868,,,,,,,,,,
CH0012032048,CHF,XSWX,2022-09-02 07:12:28.955,314.6,333,CONTINUOUS_TRADING,-32,-1,323508,ROG,XSWX,2022-09-02 07:12:27.955,2022-09-02 07:12:29.955,314.55,314.6,CONTINUOUS_TRADING,314.5,314.6,CONTINUOUS_TRADING,314.6,314.7,CONTINUOUS_TRADING,1.0
DE0006305006,EUR,XETA,2022-09-02 07:12:38.800,3.63,11,OPENING_AUCTION,-179,-1,331530,DEZ,XETR,2022-09-02 07:12:37.800,2022-09-02 07:12:39.800,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:12:43.572,78.48,294,CONTINUOUS_TRADING,-52,-1,323448,NOVN,XSWX,2022-09-02 07:12:42.572,2022-09-02 07:12:44.572,78.47,78.48,CONTINUOUS_TRADING,,,,78.48,78.49,CONTINUOUS_TRADING,1.0
DE0007100000,EUR,XETA,2022-09-02 07:12:45.668,55.81,323,CONTINUOUS_TRADING,-33,-1,326288,MBG,XETR,2022-09-02 07:12:44.668,2022-09-02 07:12:46.668,,,,,,,,,,
CH0012032048,CHF,XSWX,2022-09-02 07:12:45.778,314.75,334,CONTINUOUS_TRADING,-1,-1,323508,ROG,XSWX,2022-09-02 07:12:44.778,2022-09-02 07:12:46.778,314.7,314.75,CONTINUOUS_TRADING,,,,314.6,314.7,CONTINUOUS_TRADING,1.0
CH0012032048,CHF,XSWX,2022-09-02 07:12:45.783,314.75,335,CONTINUOUS_TRADING,-6,-1,323508,ROG,XSWX,2022-09-02 07:12:44.783,2022-09-02 07:12:46.783,314.7,314.75,CONTINUOUS_TRADING,,,,314.6,314.7,CONTINUOUS_TRADING,1.0
CH0012005267,CHF,XSWX,2022-09-02 07:12:49.411,78.44,295,CONTINUOUS_TRADING,-11,-1,323448,NOVN,XSWX,2022-09-02 07:12:48.411,2022-09-02 07:12:50.411,78.44,78.46,CONTINUOUS_TRADING,78.44,78.46,CONTINUOUS_TRADING,78.44,78.46,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:12:49.873,78.45,296,CONTINUOUS_TRADING,-26,-1,323448,NOVN,XSWX,2022-09-02 07:12:48.873,2022-09-02 07:12:50.873,78.44,78.45,CONTINUOUS_TRADING,78.44,78.46,CONTINUOUS_TRADING,78.44,78.46,CONTINUOUS_TRADING,1.0
CH0012005267,CHF,XSWX,2022-09-02 07:12:54.720,78.5,297,CONTINUOUS_TRADING,-18,-1,323448,NOVN,XSWX,2022-09-02 07:12:53.720,2022-09-02 07:12:55.720,78.5,78.53,CONTINUOUS_TRADING,78.46,78.48,CONTINUOUS_TRADING,78.52,78.54,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:13:00.766,78.52,298,CONTINUOUS_TRADING,-27,-1,323448,NOVN,XSWX,2022-09-02 07:12:59.766,2022-09-02 07:13:01.766,78.52,78.54,CONTINUOUS_TRADING,78.52,78.53,CONTINUOUS_TRADING,78.54,78.56,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:13:01.039,78.54,299,CONTINUOUS_TRADING,-52,-1,323448,NOVN,XSWX,2022-09-02 07:13:00.039,2022-09-02 07:13:02.039,78.54,78.56,CONTINUOUS_TRADING,78.52,78.53,CONTINUOUS_TRADING,78.54,78.56,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:13:01.555,78.55,300,CONTINUOUS_TRADING,-26,-1,323448,NOVN,XSWX,2022-09-02 07:13:00.555,2022-09-02 07:13:02.555,78.53,78.55,CONTINUOUS_TRADING,78.52,78.54,CONTINUOUS_TRADING,78.55,78.57,CONTINUOUS_TRADING,1.0
DE0007100000,EUR,XETA,2022-09-02 07:13:05.222,55.77,324,CONTINUOUS_TRADING,-40,-1,326288,MBG,XETR,2022-09-02 07:13:04.222,2022-09-02 07:13:06.222,,,,,,,,,,
DE0007100000,EUR,XETA,2022-09-02 07:13:05.792,55.75,325,CONTINUOUS_TRADING,-20,-1,326288,MBG,XETR,2022-09-02 07:13:04.792,2022-09-02 07:13:06.792,,,,,,,,,,
DE0007100000,EUR,XETA,2022-09-02 07:13:06.419,55.74,326,CONTINUOUS_TRADING,-105,-1,326288,MBG,XETR,2022-09-02 07:13:05.419,2022-09-02 07:13:07.419,,,,,,,,,,
DE0007100000,EUR,XETA,2022-09-02 07:13:16.632,55.76,327,CONTINUOUS_TRADING,-33,-1,326288,MBG,XETR,2022-09-02 07:13:15.632,2022-09-02 07:13:17.632,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:13:22.410,78.51,301,CONTINUOUS_TRADING,-29,-1,323448,NOVN,XSWX,2022-09-02 07:13:21.410,2022-09-02 07:13:23.410,78.51,78.53,CONTINUOUS_TRADING,78.51,78.53,CONTINUOUS_TRADING,78.51,78.53,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:13:22.666,78.51,302,CONTINUOUS_TRADING,-60,-1,323448,NOVN,XSWX,2022-09-02 07:13:21.666,2022-09-02 07:13:23.666,78.51,78.53,CONTINUOUS_TRADING,78.51,78.54,CONTINUOUS_TRADING,,,,0.0
IE00BZ12WP82,EUR,XETA,2022-09-02 07:13:28.679,278.0,476,CONTINUOUS_TRADING,-15,-1,326525,LIN,XETR,2022-09-02 07:13:27.679,2022-09-02 07:13:29.679,,,,,,,,,,
BE0003851681,EUR,XBRU,2022-09-02 07:13:29.127,92.75,88,OPENING_AUCTION,12,1,328336,AED,XBRU,2022-09-02 07:13:28.127,2022-09-02 07:13:30.127,92.7,93.0,CONTINUOUS_TRADING,,,,,,,0.8333333333333413
CH0012005267,CHF,XSWX,2022-09-02 07:13:34.685,78.49,303,CONTINUOUS_TRADING,-46,-1,323448,NOVN,XSWX,2022-09-02 07:13:33.685,2022-09-02 07:13:35.685,78.49,78.51,CONTINUOUS_TRADING,78.49,78.51,CONTINUOUS_TRADING,78.52,78.53,CONTINUOUS_TRADING,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:13:37.649,78.53,304,CONTINUOUS_TRADING,-26,-1,323448,NOVN,XSWX,2022-09-02 07:13:36.649,2022-09-02 07:13:38.649,78.52,78.53,CONTINUOUS_TRADING,,,,78.52,78.55,CONTINUOUS_TRADING,1.0
CH0012005267,CHF,XSWX,2022-09-02 07:13:43.975,78.59,305,CONTINUOUS_TRADING,-3,-1,323448,NOVN,XSWX,2022-09-02 07:13:42.975,2022-09-02 07:13:44.975,78.58,78.59,CONTINUOUS_TRADING,78.58,78.59,CONTINUOUS_TRADING,78.57,78.6,CONTINUOUS_TRADING,1.0
DE0007100000,EUR,XETA,2022-09-02 07:13:44.172,55.78,328,CONTINUOUS_TRADING,-30,-1,326288,MBG,XETR,2022-09-02 07:13:43.172,2022-09-02 07:13:45.172,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:13:50.595,78.6,306,CONTINUOUS_TRADING,-20,-1,323448,NOVN,XSWX,2022-09-02 07:13:49.595,2022-09-02 07:13:51.595,78.6,78.61,CONTINUOUS_TRADING,78.59,78.6,CONTINUOUS_TRADING,,,,0.0
CH0012005267,CHF,XSWX,2022-09-02 07:14:07.019,78.56,307,CONTINUOUS_TRADING,-21,-1,323448,NOVN,XSWX,2022-09-02 07:14:06.019,2022-09-02 07:14:08.019,78.56,78.58,CONTINUOUS_TRADING,78.56,78.57,CONTINUOUS_TRADING,78.56,78.57,CONTINUOUS_TRADING,0.0
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:22.937,278.0,477,CONTINUOUS_TRADING,-6,-1,326525,LIN,XETR,2022-09-02 07:14:21.937,2022-09-02 07:14:23.937,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:23.428,278.0,478,CONTINUOUS_TRADING,-100,-1,326525,LIN,XETR,2022-09-02 07:14:22.428,2022-09-02 07:14:24.428,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:30.632,278.0,479,CONTINUOUS_TRADING,-13,-1,326525,LIN,XETR,2022-09-02 07:14:29.632,2022-09-02 07:14:31.632,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:14:34.143,78.56,308,CONTINUOUS_TRADING,-12,-1,323448,NOVN,XSWX,2022-09-02 07:14:33.143,2022-09-02 07:14:35.143,78.55,78.57,CONTINUOUS_TRADING,78.54,78.56,CONTINUOUS_TRADING,78.56,78.58,CONTINUOUS_TRADING,0.5000000000003553
CH0012005267,CHF,XSWX,2022-09-02 07:14:36.167,78.58,309,CONTINUOUS_TRADING,-9,-1,323448,NOVN,XSWX,2022-09-02 07:14:35.167,2022-09-02 07:14:37.167,78.57,78.59,CONTINUOUS_TRADING,78.56,78.58,CONTINUOUS_TRADING,78.62,78.64,CONTINUOUS_TRADING,0.5
CH0012005267,CHF,XSWX,2022-09-02 07:14:36.539,78.61,310,CONTINUOUS_TRADING,-7,-1,323448,NOVN,XSWX,2022-09-02 07:14:35.539,2022-09-02 07:14:37.539,78.6,78.62,CONTINUOUS_TRADING,78.56,78.58,CONTINUOUS_TRADING,78.62,78.64,CONTINUOUS_TRADING,0.5
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:40.024,278.05,480,CONTINUOUS_TRADING,-5,-1,326525,LIN,XETR,2022-09-02 07:14:39.024,2022-09-02 07:14:41.024,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:40.285,278.05,481,CONTINUOUS_TRADING,-31,-1,326525,LIN,XETR,2022-09-02 07:14:39.285,2022-09-02 07:14:41.285,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:40.285,278.0,482,CONTINUOUS_TRADING,-136,-1,326525,LIN,XETR,2022-09-02 07:14:39.285,2022-09-02 07:14:41.285,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:40.845,278.0,483,CONTINUOUS_TRADING,-109,-1,326525,LIN,XETR,2022-09-02 07:14:39.845,2022-09-02 07:14:41.845,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:14:42.935,78.63,311,CONTINUOUS_TRADING,-5,-1,323448,NOVN,XSWX,2022-09-02 07:14:41.935,2022-09-02 07:14:43.935,78.62,78.64,CONTINUOUS_TRADING,78.62,78.63,CONTINUOUS_TRADING,,,,0.49999999999964473
CH0012005267,CHF,XSWX,2022-09-02 07:14:48.413,78.64,312,CONTINUOUS_TRADING,-4,-1,323448,NOVN,XSWX,2022-09-02 07:14:47.413,2022-09-02 07:14:49.413,78.63,78.64,CONTINUOUS_TRADING,,,,78.63,78.65,CONTINUOUS_TRADING,1.0
CH0012005267,CHF,XSWX,2022-09-02 07:14:54.820,78.63,313,CONTINUOUS_TRADING,-3,-1,323448,NOVN,XSWX,2022-09-02 07:14:53.820,2022-09-02 07:14:55.820,78.61,78.64,CONTINUOUS_TRADING,78.61,78.63,CONTINUOUS_TRADING,78.65,78.67,CONTINUOUS_TRADING,0.6666666666665088
IE00BZ12WP82,EUR,XETA,2022-09-02 07:14:55.978,278.0,484,CONTINUOUS_TRADING,-21,-1,326525,LIN,XETR,2022-09-02 07:14:54.978,2022-09-02 07:14:56.978,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:14:58.304,78.67,314,CONTINUOUS_TRADING,-2,-1,323448,NOVN,XSWX,2022-09-02 07:14:57.304,2022-09-02 07:14:59.304,78.66,78.69,CONTINUOUS_TRADING,78.66,78.67,CONTINUOUS_TRADING,78.67,78.69,CONTINUOUS_TRADING,0.33333333333349124
BE0003851681,EUR,XBRU,2022-09-02 07:15:01.279,92.7,89,OPENING_AUCTION,11,1,328336,AED,XBRU,2022-09-02 07:15:00.279,2022-09-02 07:15:02.279,92.65,92.8,CONTINUOUS_TRADING,,,,,,,0.6666666666666666
BE0003851681,EUR,XBRU,2022-09-02 07:15:05.734,92.65,90,OPENING_AUCTION,15,1,328336,AED,XBRU,2022-09-02 07:15:04.734,2022-09-02 07:15:06.734,92.65,92.8,CONTINUOUS_TRADING,,,,,,,1.0
CH0012005267,CHF,XSWX,2022-09-02 07:15:09.043,78.64,315,CONTINUOUS_TRADING,-1,-1,323448,NOVN,XSWX,2022-09-02 07:15:08.043,2022-09-02 07:15:10.043,78.64,78.65,CONTINUOUS_TRADING,78.64,78.65,CONTINUOUS_TRADING,78.62,78.64,CONTINUOUS_TRADING,0.0
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:13.348,278.0,485,CONTINUOUS_TRADING,-21,-1,326525,LIN,XETR,2022-09-02 07:15:12.348,2022-09-02 07:15:14.348,,,,,,,,,,
DK0010244508,DKK,XCSE,2022-09-02 07:15:15.110,17000.0,76,OPENING_AUCTION,2,1,325453,MAERSK B,XCSE,2022-09-02 07:15:14.110,2022-09-02 07:15:16.110,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:15:20.781,78.63,316,CONTINUOUS_TRADING,-1,-1,323448,NOVN,XSWX,2022-09-02 07:15:19.781,2022-09-02 07:15:21.781,78.62,78.63,CONTINUOUS_TRADING,78.61,78.62,CONTINUOUS_TRADING,78.65,78.67,CONTINUOUS_TRADING,1.0
CH0012005267,CHF,XSWX,2022-09-02 07:15:21.947,78.66,317,CONTINUOUS_TRADING,-1,-1,323448,NOVN,XSWX,2022-09-02 07:15:20.947,2022-09-02 07:15:22.947,78.65,78.67,CONTINUOUS_TRADING,78.65,78.66,CONTINUOUS_TRADING,,,,0.49999999999964473
DK0010244508,DKK,XCSE,2022-09-02 07:15:32.362,16990.0,77,OPENING_AUCTION,2,1,325453,MAERSK B,XCSE,2022-09-02 07:15:31.362,2022-09-02 07:15:33.362,,,,,,,,,,
CH0012005267,CHF,XSWX,2022-09-02 07:15:33.835,78.62,318,CONTINUOUS_TRADING,-1,-1,323448,NOVN,XSWX,2022-09-02 07:15:32.835,2022-09-02 07:15:34.835,78.62,78.64,CONTINUOUS_TRADING,78.62,78.64,CONTINUOUS_TRADING,78.62,78.63,CONTINUOUS_TRADING,0.0
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:44.911,278.05,486,CONTINUOUS_TRADING,-21,-1,326525,LIN,XETR,2022-09-02 07:15:43.911,2022-09-02 07:15:45.911,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:45.236,278.0,487,CONTINUOUS_TRADING,-77,-1,326525,LIN,XETR,2022-09-02 07:15:44.236,2022-09-02 07:15:46.236,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:47.566,278.0,488,CONTINUOUS_TRADING,-37,-1,326525,LIN,XETR,2022-09-02 07:15:46.566,2022-09-02 07:15:48.566,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:47.960,278.0,489,CONTINUOUS_TRADING,-124,-1,326525,LIN,XETR,2022-09-02 07:15:46.960,2022-09-02 07:15:48.960,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:48.211,278.0,491,CONTINUOUS_TRADING,-126,-1,326525,LIN,XETR,2022-09-02 07:15:47.211,2022-09-02 07:15:49.211,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:48.211,278.05,490,CONTINUOUS_TRADING,-47,-1,326525,LIN,XETR,2022-09-02 07:15:47.211,2022-09-02 07:15:49.211,,,,,,,,,,
IE00BZ12WP82,EUR,XETA,2022-09-02 07:15:48.534,278.0,492,CONTINUOUS_TRADING,-77,-1,326525,LIN,XETR,2022-09-02 07:15:47.534,2022-09-02 07:15:49.534,,,,,,,,,,
